Gene	Col1
C1_Sobic.001G001300	0.0372428
C1_Sobic.001G002100	0.0471902
C1_Sobic.001G003900	0.0391219
C1_Sobic.001G005000	0.0334011
C1_Sobic.001G005500	0.0382192
C1_Sobic.001G005700	0.0112421
C1_Sobic.001G006300	0.00601965
C1_Sobic.001G006500	0.011483
C1_Sobic.001G007700	0.0232424
C1_Sobic.001G007800	0.0222776
C1_Sobic.001G008400	0.0101795
C1_Sobic.001G009200	0.0509317
C1_Sobic.001G009400	0.0139138
C1_Sobic.001G009500	0.0126062
C1_Sobic.001G011400	0.0213359
C1_Sobic.001G011700	0.0262837
C1_Sobic.001G013600	0.029601
C1_Sobic.001G013900	0.0351984
C1_Sobic.001G014000	0.00114948
C1_Sobic.001G015100	0.0135764
C1_Sobic.001G015700	0.0270398
C1_Sobic.001G016800	0.0135943
C1_Sobic.001G018200	0.0306348
C1_Sobic.001G023200	0.0462648
C1_Sobic.001G025500	0.0108781
C1_Sobic.001G026700	0.00418312
C1_Sobic.001G027700	0.020278
C1_Sobic.001G028000	0.00352774
C1_Sobic.001G028200	0.0200309
C1_Sobic.001G028500	0.0440878
C1_Sobic.001G028900	0.0259842
C1_Sobic.001G029300	0.02454
C1_Sobic.001G029800	0.0173279
C1_Sobic.001G029900	0.0217899
C1_Sobic.001G030200	0.0338003
C1_Sobic.001G031300	0.0438545
C1_Sobic.001G031400	0.0351938
C1_Sobic.001G031500	0.0242602
C1_Sobic.001G033900	0.0120248
C1_Sobic.001G034100	0.0086977
C1_Sobic.001G034300	0.0359763
C1_Sobic.001G038450	0.0229167
C1_Sobic.001G040200	0.0291816
C1_Sobic.001G041500	0.0223895
C1_Sobic.001G042700	0.0111125
C1_Sobic.001G044800	0.00923167
C1_Sobic.001G046100	0.0173638
C1_Sobic.001G046700	0.0137358
C1_Sobic.001G047700	0.0420425
C1_Sobic.001G049200	0.0449219
C1_Sobic.001G050800	0.0148538
C1_Sobic.001G051800	0.00443787
C1_Sobic.001G052200	0.0388536
C1_Sobic.001G052600	0.0382072
C1_Sobic.001G053000	0.0261072
C1_Sobic.001G053500	0.0259656
C1_Sobic.001G055700	0.00185018
C1_Sobic.001G056500	0.0544964
C1_Sobic.001G057400	0.022987
C1_Sobic.001G058500	0.0428263
C1_Sobic.001G059900	0.0292263
C1_Sobic.001G060500	0.0261486
C1_Sobic.001G061900	0.0293697
C1_Sobic.001G062400	0.0253062
C1_Sobic.001G062700	0.0230304
C1_Sobic.001G065200	0.0332999
C1_Sobic.001G065300	0.03539
C1_Sobic.001G065500	0.0358134
C1_Sobic.001G066600	0.0338538
C1_Sobic.001G067500	0.019885
C1_Sobic.001G067700	0.035215
C1_Sobic.001G067850	0.0455467
C1_Sobic.001G070300	0.023184
C1_Sobic.001G070900	0.00917496
C1_Sobic.001G071100	0.00959001
C1_Sobic.001G071700	0.0418971
C1_Sobic.001G071900	0.0226642
