Gene	Col1
C11_Sobic.001G001300	0.00775679
C11_Sobic.001G002100	0.0376078
C11_Sobic.001G003900	0.0446041
C11_Sobic.001G005200	0.0151138
C11_Sobic.001G005500	0.0170868
C11_Sobic.001G005700	0.0140325
C11_Sobic.001G006300	0
C11_Sobic.001G006500	0.025914
C11_Sobic.001G007700	0.0106244
C11_Sobic.001G007800	0.0196845
C11_Sobic.001G008900	0.0350792
C11_Sobic.001G009400	0.00454985
C11_Sobic.001G009500	0.0137274
C11_Sobic.001G010100	0.0309911
C11_Sobic.001G010200	0.00821949
C11_Sobic.001G011400	0.0224015
C11_Sobic.001G011700	0.0281713
C11_Sobic.001G013600	0.0181544
C11_Sobic.001G013800	0.0127979
C11_Sobic.001G013900	0.0263873
C11_Sobic.001G014000	0.00373076
C11_Sobic.001G015100	0.0151174
C11_Sobic.001G015200	0.0362476
C11_Sobic.001G016800	0.00688859
C11_Sobic.001G018000	0.00592205
C11_Sobic.001G021900	0.0252874
C11_Sobic.001G023200	0.0334289
C11_Sobic.001G025500	0
C11_Sobic.001G026700	0.004154
C11_Sobic.001G027700	0.0313029
C11_Sobic.001G028200	0.0370622
C11_Sobic.001G028800	0.025579
C11_Sobic.001G028900	0.0397374
C11_Sobic.001G029100	0.0248013
C11_Sobic.001G029300	0.00390582
C11_Sobic.001G029900	0.0419918
C11_Sobic.001G031300	0.0274908
C11_Sobic.001G033900	0.0210202
C11_Sobic.001G034100	0
C11_Sobic.001G037900	0.0231603
C11_Sobic.001G038450	0.0223363
C11_Sobic.001G038500	0.0140624
C11_Sobic.001G040200	0
C11_Sobic.001G042700	0.0140839
C11_Sobic.001G044800	0.00408925
C11_Sobic.001G045000	0.0276955
C11_Sobic.001G045600	0.00711464
C11_Sobic.001G046100	0.030748
C11_Sobic.001G046700	0.00798555
C11_Sobic.001G047700	0.0126312
C11_Sobic.001G048000	0.00561869
C11_Sobic.001G048400	0.00571788
C11_Sobic.001G050900	0.0034717
C11_Sobic.001G051800	0.00842171
C11_Sobic.001G052200	0.0400044
C11_Sobic.001G052600	0.0310014
C11_Sobic.001G053000	0.0182174
C11_Sobic.001G053500	0.0189201
C11_Sobic.001G056100	0.0212944
C11_Sobic.001G056500	0
C11_Sobic.001G057400	0.0182364
C11_Sobic.001G058500	0.0398066
C11_Sobic.001G062400	0.00288001
C11_Sobic.001G062700	0.0131967
C11_Sobic.001G065200	0.0109
C11_Sobic.001G065500	0.00244335
C11_Sobic.001G065600	0.0172541
C11_Sobic.001G066600	0.0124851
C11_Sobic.001G067200	0.00988282
C11_Sobic.001G067500	0.0145299
C11_Sobic.001G067700	0.0133257
C11_Sobic.001G067850	0.0293487
C11_Sobic.001G071100	0.00926584
C11_Sobic.001G071700	0.0110429
C11_Sobic.001G071900	0.00465558
C11_Sobic.001G072300	0.0301241
C11_Sobic.001G074200	0.00414172
C11_Sobic.001G076200	0.00463232
C11_Sobic.001G076800	0.0131119
C11_Sobic.001G076900	0.00380661
C11_Sobic.001G077500	0.0355127
C11_Sobic.001G077800	0.0229139
C11_Sobic.001G080100	0
C11_Sobic.001G081400	0.0356483
C11_Sobic.001G082600	0.0141916
C11_Sobic.001G084300	0.0142899
C11_Sobic.001G086400	0.00244335
C11_Sobic.001G087700	0.0177374
C11_Sobic.001G090200	0
C11_Sobic.001G090600	0.00562117
C11_Sobic.001G092600	0.00509931
C11_Sobic.001G093600	0.00466497
C11_Sobic.001G094200	0.0111331
