Gene	Col1
Sobic.001G001300	0.00659836
Sobic.001G002100	0.0295874
Sobic.001G003200	0.0152588
Sobic.001G003900	0.0400436
Sobic.001G005200	0.0122168
Sobic.001G005500	0.0172111
Sobic.001G005700	0.0240004
Sobic.001G006500	0.00596852
Sobic.001G007800	0.0337382
Sobic.001G009400	0.00350174
Sobic.001G010100	0.0108925
Sobic.001G011400	0.0207526
Sobic.001G012600	0.00881313
Sobic.001G013600	0.0120494
Sobic.001G013800	0.0360063
Sobic.001G013900	0.0276234
Sobic.001G014000	0.0144516
Sobic.001G015200	0.029862
Sobic.001G015700	0.0070233
Sobic.001G016800	0.00242314
Sobic.001G018000	0.0132402
Sobic.001G021900	0.0263304
Sobic.001G023200	0.0356815
Sobic.001G025500	0.0114544
Sobic.001G026000	0.0324863
Sobic.001G026700	0.0079298
Sobic.001G027700	0.0162633
Sobic.001G028000	0.00819007
Sobic.001G028800	0.00461214
Sobic.001G028900	0.0326406
Sobic.001G029100	0.0105515
Sobic.001G029300	0
Sobic.001G029800	0.00758683
Sobic.001G029900	0
Sobic.001G030200	0.00667063
Sobic.001G031300	0.0266334
Sobic.001G031400	0.0326307
Sobic.001G031500	0.0317353
Sobic.001G033900	0.0286618
Sobic.001G038450	0.00361284
Sobic.001G042700	0.0135653
Sobic.001G044800	0
Sobic.001G045600	0
Sobic.001G046700	0.0275083
Sobic.001G047700	0.0184723
Sobic.001G048000	0
Sobic.001G048400	0.00776149
Sobic.001G050800	0.00367722
Sobic.001G051800	0.0383491
Sobic.001G053000	0.00670971
Sobic.001G053500	0.0105457
Sobic.001G055700	0
Sobic.001G056100	0.0270439
Sobic.001G056500	0
Sobic.001G057400	0.0281275
Sobic.001G058500	0.021887
Sobic.001G061900	0.00677489
Sobic.001G062400	0.0105762
Sobic.001G065300	0.0327296
Sobic.001G065500	0.0399802
Sobic.001G065600	0.00240363
Sobic.001G066600	0
Sobic.001G067500	0.00937692
Sobic.001G067700	0.0343715
Sobic.001G067850	0.0287088
Sobic.001G070900	0.00920889
Sobic.001G071100	0.0127442
Sobic.001G071700	0.0037903
Sobic.001G071900	0.0195291
Sobic.001G072200	0.0413223
Sobic.001G072300	0.0186565
Sobic.001G073300	0.00769394
Sobic.001G074200	0.0465186
Sobic.001G075700	0.0026131
Sobic.001G076200	0.0183638
Sobic.001G076800	0.00569638
Sobic.001G078600	0
Sobic.001G081400	0.0234346
Sobic.001G082600	0.0102847
Sobic.001G084300	0.0198642
Sobic.001G086400	0
Sobic.001G088000	0.00478091
Sobic.001G090200	0.0040031
Sobic.001G091500	0.0174355
Sobic.001G092300	0.0410937
Sobic.001G092600	0.011722
Sobic.001G093600	0.0143727
Sobic.001G094200	0.0079463
Sobic.001G094400	0.00601107
Sobic.001G094900	0.0218938
Sobic.001G096200	0.0234983
Sobic.001G096866	0.00275607
Sobic.001G096900	0.00728226
Sobic.001G098000	0.0309454
Sobic.001G098301	0.0167106
Sobic.001G098800	0.014022
Sobic.001G098900	0.0107513
Sobic.001G100000	0.00904414
Sobic.001G101900	0.0273919
Sobic.001G102400	0.00853623
Sobic.001G103400	0.0428745
Sobic.001G103800	0.0219729
Sobic.001G104100	0
Sobic.001G104900	0
Sobic.001G105800	0.0175948
Sobic.001G106600	0.0142088
Sobic.001G107550	0
Sobic.001G112500	0.00730773
Sobic.001G112800	0.0234877
Sobic.001G113900	0
Sobic.001G114650	0.0072484
Sobic.001G114700	0
Sobic.001G115800	0.0102326
Sobic.001G116900	0.0043628
Sobic.001G118100	0.011878
Sobic.001G118400	0.013549
Sobic.001G118700	0.0292994
Sobic.001G122100	0.0190621
Sobic.001G124500	0.0277093
Sobic.001G125100	0.0381645
Sobic.001G125300	0.0432504
Sobic.001G125400	0.0302716
Sobic.001G125600	0.00332886
Sobic.001G125800	0.00748609
Sobic.001G126300	0.0264622
Sobic.001G126500	0.0327797
Sobic.001G126800	0.00362622
Sobic.001G128600	0.0175239
Sobic.001G130700	0.0438031
Sobic.001G130900	0.00615408
Sobic.001G131001	0.010493
Sobic.001G131300	0.00471735
Sobic.001G132800	0
Sobic.001G134600	0.0156852
Sobic.001G134700	0.0160053
Sobic.001G135600	0.016142
Sobic.001G136850	0.0122847
Sobic.001G137600	0.0273059
Sobic.001G137800	0.00790413
Sobic.001G138000	0
Sobic.001G138100	0.0248415
Sobic.001G138900	0.0230371
Sobic.001G139100	0.00406507
