Gene	Col1
Sobic.001G001300	0.015072
Sobic.001G002100	0.0400965
Sobic.001G003900	0.0186187
Sobic.001G005200	0.0385138
Sobic.001G005500	0.0268084
Sobic.001G005700	0.0271324
Sobic.001G006300	0
Sobic.001G006500	0.0209528
Sobic.001G007700	0.0232451
Sobic.001G008400	0.0313595
Sobic.001G008900	0.0439102
Sobic.001G009400	0.00381961
Sobic.001G009500	0
Sobic.001G010200	0.0307753
Sobic.001G011400	0.0434668
Sobic.001G011700	0.024798
Sobic.001G013600	0.0389327
Sobic.001G013800	0.0204744
Sobic.001G013900	0.0317383
Sobic.001G014000	0.0136549
Sobic.001G015100	0.0246812
Sobic.001G015200	0.0263745
Sobic.001G016800	0.00805806
Sobic.001G018000	0.0298005
Sobic.001G025500	0
Sobic.001G026700	0
Sobic.001G028200	0.0111282
Sobic.001G028900	0.00482807
Sobic.001G029100	0.0226289
Sobic.001G029300	0
Sobic.001G029800	0.00673445
Sobic.001G029900	0.0215874
Sobic.001G030200	0.0274816
Sobic.001G031300	0.0334727
Sobic.001G031400	0.0257635
Sobic.001G031500	0.0325583
Sobic.001G033900	0.00760373
Sobic.001G034100	0.018016
Sobic.001G040200	0.0157076
Sobic.001G042700	0.00607918
Sobic.001G044800	0.0123067
Sobic.001G045600	0.0102019
Sobic.001G046100	0.0106701
Sobic.001G046700	0.0276901
Sobic.001G047700	0.0383581
Sobic.001G048000	0.00528818
Sobic.001G048400	0.042712
Sobic.001G049200	0.0255565
Sobic.001G050800	0.0191553
Sobic.001G050900	0.0383234
Sobic.001G051800	0.0187568
Sobic.001G052200	0.0462677
Sobic.001G053000	0.0342366
Sobic.001G055700	0.00868003
Sobic.001G056500	0.0205131
Sobic.001G057400	0.00546919
Sobic.001G058500	0.0236145
Sobic.001G061900	0.0297565
Sobic.001G062400	0.0305172
Sobic.001G062700	0.031441
Sobic.001G065200	0.0219323
Sobic.001G065300	0.0408981
Sobic.001G065600	0
Sobic.001G066600	0.00469678
Sobic.001G067200	0.0422878
Sobic.001G067500	0.0140621
Sobic.001G067700	0.0256375
Sobic.001G067850	0.00381749
Sobic.001G068132	0.0111974
Sobic.001G070900	0
Sobic.001G071100	0
Sobic.001G071700	0.00583578
Sobic.001G071900	0.0132742
Sobic.001G072300	0.0125878
Sobic.001G074200	0.019294
Sobic.001G075700	0
Sobic.001G076200	0.0055883
Sobic.001G076900	0
Sobic.001G077500	0.0488102
Sobic.001G078600	0.0254082
Sobic.001G080100	0
Sobic.001G081400	0.0178581
Sobic.001G082600	0.0422072
Sobic.001G082900	0.0146591
Sobic.001G084300	0.00482807
Sobic.001G086400	0
Sobic.001G088000	0.00708905
Sobic.001G090200	0.0255585
Sobic.001G090600	0.0046264
Sobic.001G091500	0.0173302
Sobic.001G092300	0.0429027
Sobic.001G092600	0.0208631
Sobic.001G093600	0.0188025
Sobic.001G094200	0.0188133
Sobic.001G094400	0.01119
Sobic.001G094900	0.0298676
