Gene	Col1
C15_Sobic.001G001300	0
C15_Sobic.001G002100	0.010266
C15_Sobic.001G003200	0.0277842
C15_Sobic.001G003900	0.018545
C15_Sobic.001G005200	0.0313088
C15_Sobic.001G005500	0.0433652
C15_Sobic.001G005700	0.0192875
C15_Sobic.001G006300	0
C15_Sobic.001G006500	0.0759639
C15_Sobic.001G006600	0.044656
C15_Sobic.001G007700	0.0321332
C15_Sobic.001G007800	0.0350093
C15_Sobic.001G008400	0.04087
C15_Sobic.001G008900	0.0496412
C15_Sobic.001G009400	0
C15_Sobic.001G009500	0.0490673
C15_Sobic.001G010200	0.00664521
C15_Sobic.001G011400	0
C15_Sobic.001G011700	0.0246456
C15_Sobic.001G013600	0.018545
C15_Sobic.001G013800	0.0752885
C15_Sobic.001G013900	0
C15_Sobic.001G014000	0.0137171
C15_Sobic.001G015100	0.0401078
C15_Sobic.001G015200	0.019187
C15_Sobic.001G016800	0.0267707
C15_Sobic.001G018000	0.0383235
C15_Sobic.001G021900	0.0386169
C15_Sobic.001G025500	0
C15_Sobic.001G026700	0
C15_Sobic.001G027700	0.0706177
C15_Sobic.001G028000	0.0332628
C15_Sobic.001G028200	0.0100372
C15_Sobic.001G028800	0.012658
C15_Sobic.001G028900	0.010634
C15_Sobic.001G029100	0.0601343
C15_Sobic.001G029300	0
C15_Sobic.001G029800	0.0528094
C15_Sobic.001G029900	0.0111637
C15_Sobic.001G030200	0.00842668
C15_Sobic.001G031300	0
C15_Sobic.001G031400	0.0804061
C15_Sobic.001G031500	0.00769149
C15_Sobic.001G033900	0
C15_Sobic.001G034100	0.00978488
C15_Sobic.001G037900	0.0347216
C15_Sobic.001G040200	0.0124642
C15_Sobic.001G042700	0.020351
C15_Sobic.001G044800	0
C15_Sobic.001G045000	0.0201497
C15_Sobic.001G045600	0.00776562
C15_Sobic.001G046100	0.0776606
C15_Sobic.001G046700	0
C15_Sobic.001G047700	0.066933
C15_Sobic.001G048000	0.0325985
C15_Sobic.001G048400	0.0129531
C15_Sobic.001G049200	0.00867417
C15_Sobic.001G050800	0.0319325
C15_Sobic.001G050900	0.0862408
C15_Sobic.001G051800	0.00776562
C15_Sobic.001G052200	0.0512448
C15_Sobic.001G053000	0.0156869
C15_Sobic.001G053500	0.0296766
C15_Sobic.001G055700	0
C15_Sobic.001G056100	0.0155478
C15_Sobic.001G056500	0.0285697
C15_Sobic.001G057400	0.0108321
C15_Sobic.001G058500	0.0116059
C15_Sobic.001G061900	0.00978488
C15_Sobic.001G062400	0
C15_Sobic.001G062700	0.0253718
C15_Sobic.001G065200	0.0281244
C15_Sobic.001G065300	0.0403376
C15_Sobic.001G065500	0.0180956
C15_Sobic.001G065600	0.0290758
C15_Sobic.001G066600	0
C15_Sobic.001G067200	0.00746754
C15_Sobic.001G067500	0.0137753
C15_Sobic.001G067700	0.0119093
C15_Sobic.001G067850	0
C15_Sobic.001G068132	0.0555677
C15_Sobic.001G070900	0.0337938
C15_Sobic.001G071100	0.0204253
C15_Sobic.001G071700	0.026698
C15_Sobic.001G071900	0.019262
C15_Sobic.001G072200	0.0340417
C15_Sobic.001G072300	0.0359077
C15_Sobic.001G073300	0.0441364
C15_Sobic.001G074200	0.00739723
C15_Sobic.001G075400	0.0356944
C15_Sobic.001G075700	0.0529246
C15_Sobic.001G076200	0.0220176
C15_Sobic.001G076900	0.0287428
