Gene	Col1
Sobic.001G001300	0.0212548
Sobic.001G002100	0.0234003
Sobic.001G003900	0.032574
Sobic.001G005200	0.0272011
Sobic.001G005500	0.0137272
Sobic.001G005700	0.00806248
Sobic.001G006300	0.0204226
Sobic.001G006500	0.0202727
Sobic.001G007700	0.0222534
Sobic.001G007800	0.0339287
Sobic.001G008900	0.0414253
Sobic.001G009400	0.0286837
Sobic.001G009500	0.0160958
Sobic.001G010100	0.0436797
Sobic.001G010200	0.0239039
Sobic.001G011400	0.0226849
Sobic.001G011700	0.0258171
Sobic.001G013600	0.0345582
Sobic.001G013800	0.0314003
Sobic.001G013900	0.0250711
Sobic.001G014000	0.00419612
Sobic.001G015100	0.0133351
Sobic.001G015200	0.0467403
Sobic.001G015700	0.0131397
Sobic.001G016800	0.051772
Sobic.001G018000	0.0286267
Sobic.001G021900	0.0316866
Sobic.001G023200	0.0181221
Sobic.001G025500	0.0128609
Sobic.001G026700	0.00523863
Sobic.001G027700	0.0233922
Sobic.001G028200	0.0263668
Sobic.001G028800	0.0394414
Sobic.001G028900	0.0224106
Sobic.001G029100	0.0316652
Sobic.001G029300	0
Sobic.001G029800	0.0165027
Sobic.001G029900	0.0114788
Sobic.001G030200	0.0332415
Sobic.001G031300	0.0121383
Sobic.001G031400	0.0257291
Sobic.001G031500	0.0370002
Sobic.001G033900	0.0251889
Sobic.001G034100	0.0202359
Sobic.001G037900	0.0238448
Sobic.001G038450	0.00758617
Sobic.001G038500	0.0210587
Sobic.001G040200	0.0190047
Sobic.001G042700	0.00439192
Sobic.001G044800	0.00401169
Sobic.001G045000	0.0272474
Sobic.001G045600	0.0136185
Sobic.001G046100	0.0401071
Sobic.001G046700	0.00976197
Sobic.001G047700	0.0244954
Sobic.001G048000	0.015077
Sobic.001G048400	0.0114151
Sobic.001G049200	0.026749
Sobic.001G050800	0.0217058
Sobic.001G050900	0.0151668
Sobic.001G051800	0.0110583
Sobic.001G052200	0.01718
Sobic.001G052600	0.0338027
Sobic.001G053000	0.0276009
Sobic.001G053500	0.0218175
Sobic.001G056100	0.0440021
Sobic.001G056500	0.00832238
Sobic.001G057400	0.0409431
Sobic.001G058500	0.0356408
Sobic.001G061900	0.0170524
Sobic.001G062400	0.0162709
Sobic.001G062700	0.0134559
Sobic.001G065200	0.0150946
Sobic.001G065500	0.0146985
Sobic.001G065600	0.0211764
Sobic.001G066600	0.00149617
Sobic.001G067200	0.0152608
Sobic.001G067500	0.00790804
Sobic.001G067700	0.0430325
Sobic.001G067850	0.0265431
Sobic.001G071100	0.00790652
Sobic.001G071700	0.0174997
Sobic.001G071900	0.0234142
Sobic.001G072300	0.0271166
Sobic.001G074200	0.0220417
Sobic.001G076200	0.0135898
Sobic.001G076800	0.032452
Sobic.001G076900	0.00801379
Sobic.001G077500	0.0442613
Sobic.001G077800	0.0242912
Sobic.001G078600	0.0490192
Sobic.001G080100	0
Sobic.001G081400	0.0358174
Sobic.001G082600	0.0160717
Sobic.001G084300	0.0171953
Sobic.001G086400	0.00636788
Sobic.001G087700	0.024101
Sobic.001G090200	0.00999493
Sobic.001G090600	0.0286394
Sobic.001G091500	0.0414555
Sobic.001G092300	0.028578
Sobic.001G092600	0.0226793
Sobic.001G093600	0.014607
Sobic.001G094200	0.0101576
Sobic.001G094400	0.015368
Sobic.001G094900	0.0197942
Sobic.001G096200	0.0252774
Sobic.001G096866	0
Sobic.001G096900	0.00438397
Sobic.001G098000	0.0491893
Sobic.001G098301	0.0233158
Sobic.001G098800	0.00593721
Sobic.001G098900	0.0399681
Sobic.001G100000	0.0284052
Sobic.001G101900	0.00911184
Sobic.001G102400	0.0110266
Sobic.001G103800	0.0135227
Sobic.001G104100	0.0100312
Sobic.001G104700	0.0302426
Sobic.001G104900	0.0189214
Sobic.001G106600	0.0509907
Sobic.001G107550	0.0031726
Sobic.001G112200	0
Sobic.001G112500	0.0134543
Sobic.001G113900	0.0222121
Sobic.001G114650	0
Sobic.001G114700	0
Sobic.001G115800	0.0248462
Sobic.001G116400	0.0119616
Sobic.001G116900	0.00683661
Sobic.001G118400	0.036165
Sobic.001G118700	0.0327331
Sobic.001G119000	0.00660976
Sobic.001G119100	0.00486289
Sobic.001G120000	0.0259379
Sobic.001G121700	0.0444704
Sobic.001G124500	0.0280301
Sobic.001G124600	0.015899
Sobic.001G125100	0.0415294
Sobic.001G125300	0.039759
Sobic.001G125400	0.0167683
Sobic.001G125600	0.00338011
Sobic.001G125800	0.00570532
Sobic.001G126300	0.0330419
Sobic.001G126500	0.0273285
Sobic.001G130700	0.0568212
Sobic.001G131500	0.0145403
Sobic.001G132800	0
Sobic.001G133900	0.0125947
Sobic.001G134600	0.0208782
Sobic.001G134700	0.0103599
Sobic.001G135600	0.00929025
Sobic.001G136850	0.0144328
Sobic.001G137600	0.0379651
Sobic.001G137800	0
Sobic.001G138000	0.0123664
Sobic.001G138100	0.0234534
Sobic.001G138800	0.0349712
Sobic.001G138900	0.048491
Sobic.001G139001	0.0328785
Sobic.001G139100	0.0160001
Sobic.001G140000	0.0253014
Sobic.001G140800	0.0499479
Sobic.001G143000	0.0120214
Sobic.001G143400	0.0119663
Sobic.001G145050	0.0191825
Sobic.001G147000	0.0117963
Sobic.001G149901	0.043869
Sobic.001G151000	0.00546336
Sobic.001G151200	0
Sobic.001G151500	0.0333658
Sobic.001G151700	0.0301552
Sobic.001G152360	0.0263998
Sobic.001G153500	0.0176808
Sobic.001G155200	0.0357225
Sobic.001G155500	0.0355482
Sobic.001G156500	0.0124477
Sobic.001G157500	0.0298278
Sobic.001G157800	0.0414129
Sobic.001G157900	0.0199009
Sobic.001G158700	0.0186427
Sobic.001G161000	0.0126091
Sobic.001G161200	0.0305754
Sobic.001G161500	0.0234516
Sobic.001G163500	0.00712393
Sobic.001G163900	0.0261716
Sobic.001G164500	0.0217853
Sobic.001G164800	0.00700778
Sobic.001G165100	0
Sobic.001G166300	0.0101464
Sobic.001G166401	0.0017095
Sobic.001G166700	0.050935
Sobic.001G167100	0.0326217
Sobic.001G167701	0.019321
Sobic.001G167800	0.0386549
Sobic.001G169200	0.037553
Sobic.001G170700	0.0206146
Sobic.001G171200	0.0374761
Sobic.001G171500	0.0267137
